gene	Body wall muscle	Intestinal/rectal muscle	Pharyngeal muscle	Pharyngeal epithelia	Pharyngeal gland	Seam cells	Non-seam hypodermis	Rectum	Ciliated sensory neurons	Oxygen sensory neurons	Touch receptor neurons	Cholinergic neurons	GABAergic neurons	Pharyngeal neurons	flp-1(+) interneurons	Other interneurons	Canal associated neurons	Am/PH sheath cells	Socket cells	Excretory cells	Intestine	Germline	Somatic gonad precursors	Distal tip cells	Vulval precursors	Sex myoblasts	Coelomocytes
srz-100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.615392	0	0	0	0	1.30565	0	0	0	0
fbxa-127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0954	0.057758	6.24428	0	0	0	0
srz-99	0	0	0	0	0	0	0	0	1.4309	0	0	0	0	0	0	0	0	0	0	0	5.10252	0	11.1866	0	0	0	0
T25G3.1	3.23825	0.698377	23.7579	3.92465	5.23691	5.15022	0.50582	0	0	0	0	5.57745	0	3.54645	0	5.61526	13.7184	4.69942	0	8.34892	2.42363	25.5004	14.1124	0	0.975618	10.7342	14.0375
T25G3.3	39.8437	66.3631	36.8335	44.6925	80.9258	48.155	15.422	12.0762	13.4031	38.8886	3.67363	35.1498	12.8866	8.02195	13.1816	5.21756	43.5514	40.872	17.9922	76.8643	51.8234	138.623	143.189	87.4161	162.093	131.201	50.7409
T25G3.4	170.803	176.849	227.503	111.751	51.9973	93.529	50.4556	93.9755	134.51	177.569	91.2933	236.876	219.279	124.8	126.089	228.692	181.55	37.663	215.756	62.8777	218.505	125.457	146.692	151.794	215.716	154.736	64.0733
T26C5.2	0.460984	3.78851	0	0	0	6.7991	74.6188	733.83	0	0	0	0	0	0	0	1.57525	0	1.92871	16.4226	33.4023	4.12864	0.0392532	0	0	23.4101	0	0
T26C5.3	11.6468	14.3625	75.8509	285.355	56.7489	127.829	114.112	93.1649	25.6898	31.7159	6.07978	8.66121	56.8542	22.3196	19.5576	111.001	0	105.29	56.6735	676.282	86.2946	67.7092	55.4895	81.6187	37.0644	57.6127	42.2004
T26C5.4	0.0802759	46.6151	0	14.8807	2.38124	0.866111	41.2896	108.999	0	0	0	16.568	0	56.4935	0	0	0	0	127.588	0	3.2639	1.32884	0.871745	0	0	0	0
T26C5.5	0.0716541	0	0	16.4412	0	1.10732	0	0	14.7735	0	0	67.0427	7.50751	0	0	558.161	0	0	0	2.01253	1.26515	0.182712	0	0	0	0	201.914
clec-103	0.370645	0	0	0	0	0.138688	0	0	2.36113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T26E3.4	31.0572	11.7771	8.14016	31.6332	43.4761	31.3779	34.1622	31.9948	1.15082	45.5331	21.1978	31.7334	15.9744	0	0	19.8562	37.0811	24.9437	26.6662	1.88455	30.7036	91.4385	62.9997	22.0798	29.7998	39.3571	32.8372
T26E3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.393278	0	0	0	0	0
T26E3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T26E3.7	0.0596246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.453562	0.950656	0	0	0	0
T26E3.8	0.276484	0	0	0	0	0.236803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T26E3.10	1.02743	1.56848	0	0	0	0	0	0	0	0	0	0	0	0	0	34.2021	0	0	0	0	0	0.130508	0	0	0	1.7668	6.43619
irld-52	0.121834	2.18784	0	0	0	0.251465	0.591734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T26E4.2	0.0975896	0	0	0	4.4009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T26E4.3	0.016476	0	0	0	40.5935	0.758139	0	0	1.72623	0	0	0	0	0	0	0	0	0	0	0	0	0	0.881018	0	0	0	0
T26E4.4	0.0140308	0	0	0	0	0.412321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0654385	0	0	0	0	0
T26E4.7	0.0928945	0	0	0	0	0.129847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01731	0	0	0	0	0	0
nhr-223	0.0991895	0	0	0	0	0	0	0	0	0	3.96033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T26E4.9	0.115258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0546351	0	0	0	0	0
T26E4.10	0.0346095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180694	0	0	0	0	0
srsx-38	1.11174	2.34627	0	7.6195	0	2.6976	0.629135	0	0	0	0	0	0	0	0	0	0	2.13042	0	0	3.09007	0.596755	1.47135	0	7.09835	0	4.69869
srsx-36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nhr-285	0.0331912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T26F2.1	0.0279509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T26G10.1	44.1664	64.7224	29.9177	19.4106	92.1259	63.731	10.7087	6.42632	36.021	0	11.2982	17.6871	32.8947	28.5625	19.2842	0	32.6399	43.1663	14.1375	11.9944	59.9975	247.512	157.933	42.7615	77.2822	112.663	112.397
T26G10.3	0.0973127	0	0	0.823808	0	0.0864545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0647465	0	0	0	0	0
T26G10.4	0.0670969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37373	0	0	0	0	0	0
T26G10.5	0.0529556	0	0	0.891864	0	0.567041	0	0	20.6112	265.114	0	0	0	0	0	0	0	0	31.5984	0	0	0	0	0	0	0	0
fbxb-1	0	0	0	0	0	0.344065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0595593	0	0	0	0	0
fbxb-115	0.286367	0	0	0	0	0	0	0	5.78966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fbxb-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.640139	0	0	0	0
fbxb-116	0.117152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.918242	0	0	0	0	0	0
sqst-3	0.0508702	0	0	0	0	0.173105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32905
oac-49	0.177809	0	2.38044	1.90696	239.325	0.278514	3.86837	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16049	0.180775	0	0	0	0	0
T26H5.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31439	0	0	0	0	0	0
T26H5.8	0.561214	0	0	0	0	0.861606	2.43767	0	0	0	160.678	0	0	0	0	0	0	0	0	0	2.5378	1.73505	3.49644	4.65341	0	0	0
T26H8.4	0	0	0	0	0	0.0563813	0	0	4.75632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cpd-2	10.7578	0	10.8623	5.51545	0	1.57687	0	8.42645	15.6785	40.8385	15.513	22.9471	356.136	21.5183	35.8598	54.8158	0	0	2.96528	0	2.21041	0	1.38687	51.6296	0	95.111	11.195
T27A8.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181009	0	0	0	0	0
T27A8.3	0.0789405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T27A8.4	0.0178297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T27A8.5	0.152164	0	0	6.97233	0	0.21048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.808761	0
clec-244	0.327241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0774692	0.789581	0	0	0	0
T27C5.8	0	0	0	0	0	3.5638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T27C5.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133693	0	0	0	0	0
npr-15	0.446661	0	46.5958	23.8612	31.144	0	0	0	114.125	96.869	0	24.0102	0	12.2489	146.195	8.02525	0	0	17.0844	0	0.510185	0.779739	10.7798	38.2092	0	1.54446	0
T27D12.1	0.691477	1.02778	4.70544	0	0	6.5331	242.954	191.866	10.6436	0	0	5.24054	0	0	0	0	0	7.63155	38.3782	94.9057	0.584575	0.774522	0	0	0.739477	0	0
clec-144	0.09428	0	0	0	0	0	5.84263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T27E7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T27E7.3	0.171719	0	0	0	0	0.200743	0	0	2.8618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T27E7.4	0.128295	0	0	0	0	0	0	0	23.413	0	0	0	0	0	0	0	0	0	0	0	0	0.529459	0	0	0	0	0
T27E7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pals-29	0.0302084	0	0	0	0	0	1.34641	0	0	0	0	1.65029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T27E7.9	0.227839	0	0	0	0	0	0.173469	0	1.92176	0	0	0	0	0	0	0	0	0	0	0	2.21376	0.259551	0	0	0	0	0
T27E9.2	75.3045	51.4241	25.849	31.004	35.2572	41.2327	86.1381	16.7651	70.5999	106.352	55.4341	114.708	83.9629	107.805	31.6336	68.7711	80.0986	38.0579	42.0615	54.543	28.7654	65.516	77.5247	55.2744	28.2577	104.082	30.3734
pssy-2	1.7273	0	0.925566	0	0	1.51789	0	0	0	0	0	0.260779	0	0	0	11.315	0	4.24106	1.04696	0	2.47464	288.96	0.498804	12.0152	7.77019	0	0.423936
T27E9.6	0.107119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44599	0	0	0	0	0	0
abcf-2	564.765	453.943	553.299	488.522	837.592	690.854	310.074	123.744	482.055	247.605	284.248	374.819	168.88	329.704	244.729	640.194	917.021	527.227	807.668	384.882	832.614	1219.69	2147.61	896.931	1393.77	1074.73	635.07
fbxb-86	0.137745	0	0	0	0	0.153919	1.62039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.884155	0	0	0	0	0
acc-4	0.433405	0	0	1.553	0	0.530162	2.11789	2.70864	32.7434	94.4515	89.2931	581.57	71.1499	109.528	0	32.377	0	6.54623	133.014	0	1.34664	0.154455	0.343064	0	0	0	1.26308
sipa-1	153.263	262.068	693.475	477.669	28.7862	37.2515	78.5039	36.3522	1086.63	594.232	670.012	961.715	715.729	703.863	1134.54	863.829	338.023	23.2007	97.9593	17.3788	12.7864	2.93312	18.9845	68.3309	0	252.211	120.881
zip-10	0.10109	1.21419	0	0	0	0.139639	0	0	0	0	0	0	12.4378	0	0	0	0	0	0	0	7.53093	1.05155	0	0	0	0	0
T27F6.1	0.401723	2.78862	0	0	0	0.882847	0	0	0	31.784	0	0	0	0	0	0	0	0	0	0	0	0.290103	0.513563	0	0	0	0
clec-12	1.12978	24.1633	0	0	0	0.249412	0	0	0	16.5169	0	10.5747	0	23.0776	0	0	0	0	0	0	8.33813	2.65485	0	0	0	0	1.32681
sygl-1	0.358582	0	0	0.564371	0	0	2.00508	0	0	0	0	0	0	0	0	0	0	0	0	0	0.834355	18.6818	0	0	0	0	3.71908
T27F6.6	5.16212	18.2276	23.5392	0.418079	64.0961	7.35883	2.33765	0	2.86872	36.8827	0	0.960399	0	11.1744	10.8356	4.56028	30.6682	10.0075	3.13501	3.61481	20.8616	28.8044	14.871	0	13.0493	8.0124	1.83635
T27F6.7	29.1782	41.2194	7.36573	9.64682	0	17.0684	5.88104	0	10.6633	6.24512	34.5841	39.6435	0	23.2999	34.0785	17.5406	54.1363	40.4566	39.4524	36.8731	4.57148	29.9225	25.0607	16.9228	18.1826	23.2622	32.3579
T27F6.8	0.390995	1.92059	0	0	0	3.14217	259.93	239.127	0	0	16.5415	0	0	0	0	0	0	0.668715	1.5289	0	2.69485	4.95592	0	0	1.19175	3.9386	0
T28A8.2	0.232775	0	0	0	0	0.375806	0	0	0	0	0	0.130389	0	0	0	0	0	0	0	0	0	3.72916	0	0	0	0	0
T28A8.3	1.58414	0	0.462783	0	0	2.15967	0.290017	0	3.25383	0	0	0.260779	0	0	0	0	0	2.01318	0	0	1.47209	83.7392	5.21856	7.26866	4.19865	2.66907	0
T28A8.4	3.51615	0	8.63334	0	1.74951	0.548463	1.30237	0	0	0	0	0	0	0	0	0	0	1.16982	0	0	2.67881	85.9631	5.81727	2.47736	7.04749	0	0
T28A8.5	2.1497	0	2.32029	0	0	0.336421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.8388	4.24101	0	9.84039	7.43815	0
T28A8.6	3.15682	1.22658	0	0.536907	5.06801	3.08968	0	0	0	0	0	0	0	0	0	5.97179	125.838	0.365297	0	0	3.12177	126.686	6.65046	3.44066	6.3435	5.10116	2.43833
T28B8.1	76.0737	58.5599	83.028	65.3774	61.9882	9.67546	19.5139	54.8717	20.9958	93.7309	116.978	146.02	97.7584	49.6671	13.6713	51.2054	116.152	30.73	180.233	93.5846	15.8558	4.63675	4.82191	0	8.36264	29.8635	84.4574
T28B8.3	0.103581	0	188.103	31.7022	0	0.26136	1.50246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2602	0	0	0	0	0
T28B8.4	0.923081	0	21.9587	3.74983	0	0.413236	3.91406	0	0	0	3.9867	0	0	0	6.17467	10.9579	0	0	0	0	0.374248	0.440716	0	0	1.91154	0	1.74911
del-4	0.240922	0	0	0	0	0.128536	0	0	201.82	14.2552	0	0	0	0	0	0	0	0	0	0	0.949935	0.546177	0	0	0	0	0
T28B11.1	236.071	336.263	809.773	224.624	273.828	98.3336	220.813	255.157	704.566	879.765	1647.6	1022.25	911.391	438.82	1220.55	696.26	163.226	85.2233	637.134	225.705	321.608	221.563	154.345	388.579	211.82	209.586	74.2539
grsp-2	0.27376	0	0	1.83886	0	28.7497	480.671	129.836	17.7591	11.4639	0	0.130389	0	0	0	0	275.228	6.74372	12.4701	0	13.7773	0.545862	0	0	7.61355	0	0
T28C6.3	0.122358	0	0	0	0	0.400977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.338755	0	0	0	0	0
T28C6.5	0.115963	0	0	0	0	0.936827	0.895204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31362	0
T28C6.7	393.327	437.075	711.47	668.272	732.275	856.321	471.458	829.578	442.682	480.102	769.455	596.343	407.577	615.494	648.548	814.626	804.707	1071.78	800.407	1075.02	2119.9	10.019	734.778	962.322	864.82	802.518	912.556
T28C6.8	12.126	7.50694	0	0	0	4.27993	3.08174	0	4.12378	0	0	0	0	0	0	0	0	0.703938	11.4095	0	7.87615	0.242611	3.64548	0	9.00294	0	0
T28D6.3	0.270537	0	0	0	0	0.301609	35.1978	61.548	0	0	0	0	5.24109	0	0	9.06561	0	0	0	0	0.662328	0	0	0	0	0	0
T28D6.4	50.2413	61.8978	8.34166	167.671	2.11097	6.60677	32.8939	29.7665	91.27	26.3654	173.438	117.251	273.707	138.963	24.9659	187.688	6.447	8.18106	118.314	8.93725	20.8883	1.0149	26.3986	12.4559	28.4496	0	63.7138
T28D6.5	43.792	39.1372	89.5775	0	0	1.70568	2.67902	14.3098	96.8582	173.864	595.007	491.657	821.653	86.1444	124.095	193.642	16.4138	0.81009	29.8052	0	2.89896	1.28488	1.43635	0	0	4.40567	13.6772
T28D6.6	65.2958	72.023	63.5266	85.6458	28.9495	95.0634	29.2689	12.79	59.4311	7.51993	46.4327	28.2484	147.153	67.7382	0	157.111	178.836	107.329	45.594	36.7431	102.127	191.067	221.332	70.6322	193.097	174.635	105.209
T28D6.7	0.155612	0	8.47122	130.292	206.23	0	2.80725	0	19.5053	0	38.2378	0	0	41.3211	34.0785	221.341	0	86.1475	8.59476	0	43.3624	0	0.746472	44.8907	0	0	0
nra-1	9.89359	15.1265	53.202	37.8475	0	4.53996	28.4767	0	470.354	796.788	1582.83	1115.54	42.7571	190.359	3891.09	500.747	63.6365	112.979	14.9208	33.8098	28.0557	147.618	23.0464	92.4833	10.8	9.28432	33.5949
slc-17.4	18.5367	41.8629	26.9573	15.9245	19.7037	1.26512	2.4328	4.14161	145.984	54.7542	117.314	85.2331	85.4493	219.215	419.934	99.2579	18.8473	6.66107	2.54863	0	305.527	0.547834	43.3577	112.61	0	35.7744	319.158
T28F3.5	19.243	46.6728	32.5068	4.31426	20.2304	1.51063	0	0	44.4729	64.2327	40.5806	70.1963	119.6	13.7526	68.3192	10.2036	0	0	4.07479	0	145.283	0.143369	19.7924	23.4073	0	28.7777	49.6701
ifta-2	0.295826	0	0	0	6.81747	0	0	0	114.948	86.9016	0	0	0	0	0	0	0	0	5.62031	0	0	0	0	0	0	0	0
T28F3.8	0.424821	0	0	0	0	1.28194	0	0	0	0	0	3.10795	0	0	0	0	0	0	0	0	132.285	0	0	0	0	0	2.89912
T28F3.9	0.187951	0	0	5.62474	0	0	0	0	38.0011	2.23192	0	0	0	0	0	0	0	0	0	0	2.46276	0.42518	0	0	0	0	87.7522
T28F4.1	74.3073	60.2703	119.994	194.616	65.5142	156.644	88.8534	74.2386	121.815	204.554	180.814	283.771	71.7553	118.58	52.9527	88.7879	97.8965	145.615	275.273	158.978	80.3254	3.3185	78.6187	284.638	168.996	87.616	99.5121
asic-2	0.0603761	2.85053	0.390956	0	13.2426	3.23326	0.927992	0	25.1798	0	0	9.03873	0	0	29.4913	0	0	0	0	0	0.293213	0	2.45125	0	0	0	0
T28F4.3	0.124228	3.78851	0	0	0	5.57624	0.564565	0	0	0	0	8.12305	0	0	0	0	0	0	0	0	1.58147	0.403862	10.5935	0	6.58	0	0
T28F4.4	3.97229	3.06962	8.42336	27.8099	44.366	49.8298	39.4484	3.72402	55.0512	0	16.9153	29.5984	5.74713	19.4506	0	103.426	14.3784	110.491	35.0922	72.9247	66.6807	56.2714	30.795	38.7414	99.4883	49.3019	10.9885
T28F4.5	3.93584	57.6576	87.4372	77.8342	89.4741	120.477	85.4497	39.9695	72.6741	186.992	57.2039	83.9397	74.704	98.4238	8.32889	98.2365	75.9775	187.376	166.991	236.47	72.6165	1.37771	20.92	34.7535	200.815	42.9838	133.095
T28F4.6	1.60615	0	8.60882	0	4.68388	10.7529	2.01264	0	3.69984	0	0	0	21.9298	0	0	20.6649	18.7628	0	0	0	10.0031	11.6406	11.9565	4.29546	9.61986	34.9749	0
T28H10.1	5.87825	4.4498	10.5747	8.5057	9.08581	11.8186	1.94022	0	11.32	0	0	9.36083	5.18672	0	23.131	5.54118	37.6724	5.11817	0	0	5.96147	10.1672	17.6666	13.9227	22.8233	3.13543	11.7447
T28H10.2	3.73418	0	0	0	0	0.284876	37.2042	0	0	35.4453	0	0	0	0	0	5.61526	0	0	25.1997	0	2.14066	0	0	0	0	0	0
T28H10.3	0.819836	0	0	0	0	0.0838907	10.6046	0	0	29.8063	0	5.66219	0	19.9045	0	0	0	0	0	0	572.876	0.0529534	1.24776	0	0	0	1.26092
nlp-46	0.0824415	0	0	0	0	0	0	0	0	0	0	0	0	18.7336	0	19.13	0	0	0	0	0	0	0	0	2.76723	0	0
VB0393L.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126652	0	0	0	0	0
VC27A7L.1	0.252503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.66538	0	0	0.0719032	0	0	0	0	0
inos-1	39.9539	40.9545	135.734	12.3914	119.688	39.8638	62.1444	0	513.857	148.816	255.567	258.377	120.737	274.215	181.087	567.668	251.426	29.0458	172.695	69.3982	74.6581	96.011	21.2916	9.49194	6.7364	82.845	55827
VF13D12L.3	20.7126	23.9505	2.20226	29.3144	2.91499	24.9273	26.2173	12.5962	0.90591	0	21.8027	11.0777	0	27.4544	0	6.39472	10.2301	6.59514	17.6791	0	70.5428	31.5138	41.1596	35.2139	53.5421	21.9015	141.074
syx-17	4.42054	4.7891	36.8407	8.59736	7.63539	14.3426	6.60392	0	0	0	14.8987	7.94534	0	17.4984	0	2.71968	0	42.4183	8.40089	30.9937	9.54978	69.0553	22.746	0	37.5024	12.1235	11.9655
VH15N14R.1	1.35339	120.713	22.3023	0.669679	74.6584	0.195352	0	0	0	0	0	4.10509	0	0	0	0	0	0	5.13474	0	7.89049	0.270789	0	58.6907	0	0	4.95877
cnc-10	0.604906	1.27976	0	3.38342	0	4.57046	76.0176	71.0328	18.7904	0	0	0	0	9.33934	0	11.0654	0	73.0295	448.501	508.675	0	0.127364	0	0	5.53729	0	1.36114
VW02B12L.2	0.866127	10.4493	0	0	0	1.40514	0.752584	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258525	0.306676	0	0	0	4.01714	0
ebp-2	1.61137	33.2637	38.1134	16.1261	72.4603	36.5485	14.6388	38.5666	50.569	15.1795	84.1045	22.954	76.1233	73.1531	9.262	107.788	0	28.8998	42.8267	9.7072	3.59856	74.6735	39.5572	89.7108	35.7638	10.1614	12.2641
adbp-1	3.96182	2.32185	3.91512	0	0	9.51731	2.92099	2.55444	13.699	8.69679	11.834	12.9526	7.30994	0	0	8.26363	0	4.02389	0	0	0.894449	23.4572	12.2479	16.2816	4.78808	9.72634	2.78818
ucr-2.1	209.703	147.031	169.437	126.589	95.4911	75.1674	94.1653	53.8098	78.2688	44.1159	66.7016	75.7777	51.3406	113.981	73.298	77.4443	27.9512	79.2878	52.3895	156.533	113.608	2.27171	87.5122	143.781	119.958	88.4261	160.34
VY10G11R.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.596193	0	0	0	0	0
sek-6	0.117537	0	0	0	0	0.287152	0	0	0	0	0	4.62545	0	0	0	0	0	0	0	0	13.3299	0	3.56764	0	0	0.733965	1.65107
VZK822L.2	0.0952637	0	0	17.9899	0	0	0.490969	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67942	0	0	0	0	0	0
W01A8.2	2.71094	0	0	0	0	1.32081	6.10558	0	0	0	0	0	17.1233	0	0	0	0	0	0	0	5.58885	6.80016	2.76579	7.65582	26.8668	5.16756	8.60338
cutl-6	2.90863	42.1666	3.78315	0	0	0.894545	7.29374	1.35432	0	0	0	0	0	0	0	0	0	0	49.5258	0	0	0.274184	0.39313	0	0	0	0
nuo-6	96.5652	53.2458	72.9855	36.7931	40.2294	37.1911	28.0172	42.1928	22.4767	0	66.9425	62.9568	8.86525	86.0733	8.84893	15.7967	81.6839	33.7894	27.2211	36.3378	18.2222	47.2156	84.405	31.4025	61.6594	24.411	31.6074
tofu-5	3.29911	6.18111	0	1.43595	4.52886	7.44324	4.2574	0	1.21065	0	4.00269	1.73455	0	20.0928	0	0	0	0	3.13854	18.3102	1.69843	55.9095	13.0959	17.3057	0.928487	15.2645	6.34584
W01A8.6	4.85675	1.39675	0	17.817	0	24.4597	314.832	13.5121	3.22731	0	0	2.27534	0	0	0	44.7363	0	0	178.236	366.026	0	1.30637	2.67888	0	58.9827	0	10.7545
W01B6.2	0.11792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49605	0
W01B6.3	0.137146	0	0	0.710934	0	2.07644	0.243838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0936392	0	0	0	0	0
W01B6.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
W01B6.5	0.228197	0	0	0	0	0.759735	0.622113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75461	1.74615	0
W01B6.6	0.0140538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0444881	0	0	0	0	0
W01B6.8	0.178491	0	0	0	0	0.650009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39757	0	0	0	0
W01C9.1	0	0	6.33424	0	0	0.068566	0.387901	0	0	0	22.5114	0	0	0	0	0	0	0	27.2961	29.6662	0	0.0681262	0	0	0	0	6.14288
W01C9.2	0.281592	0	2.55076	0	0	0.319592	27.2668	87.9952	0	0	0	0	0	0	0	0	0	0	0	20.1361	0	1.42991	9.71248	0	5.42493	0	0
decr-1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0719032	0	0	0	0	4.81292
glb-27	1.28568	0	44.4987	6.59452	0	1.29184	0	0	324.29	0	328.857	34.9947	0	136.155	0	118.12	0	1.07314	0	0	1.12695	0.195669	0.887221	2.82353	1.12816	1.35399	2.64884
W01D2.1	324.48	437.636	137.344	203.263	263.338	419.272	295.797	285.944	230.361	112.3	177.238	149.509	95.2297	197.369	243.394	174.407	392.707	237.002	220.432	310.651	78.7918	343.963	497.384	418.053	508.898	540.945	353.261
W01D2.3	3.9258	0	0	0	0	6.42302	4.60247	0	0	0	14.0564	5.24682	6.86813	0	18.1475	0	27.5875	25.7276	0	8.73808	12.7612	1.03142	0	21.4755	0	1.67876	0
srt-11	0.0120685	0	0	9.80724	0	0.252243	0	0	0	0	0	0	0	0	11.5655	0	0	0	0	0	0	0	0	0	3.12284	0	0
osta-3	2.47471	6.53481	156.897	311.324	35.1193	17.6705	13.6047	8.31495	36.2082	36.3106	42.3058	22.7367	80.8878	27.849	3.88537	44.0864	0	24.0613	19.7788	25.2343	2.34711	34.5119	3.07344	18.7048	5.83716	27.7302	29.9019
W01D2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mnr-1	0.486818	0	13.7741	1.82134	0	6.15428	184.02	86.8639	1.89418	0	0	222.797	5.45852	49.4153	0	24.6313	0	43.3332	157.29	6.52027	1.80614	0.431065	0	0	1.05182	0	0
W01F3.2	0.0467464	0	0	0	0	0.346587	3.04482	0	0	0	0	3.14788	0	0	0	0	0	0	0	0	1.13337	0	0	0	0	0	0
mlt-11	8.5018	12.0754	39.9607	14.9481	50.8788	2215.81	1084.79	5312.39	8.71421	0	14.2572	20.8587	62.4196	0	30.2322	3.1505	2.21147	6.01694	418.087	499.06	40.1278	3.19513	20.8244	0	45.1217	0	2.4628
rpb-11	3.25675	13.2301	1.32171	13.0604	22.9426	4.4651	1.9942	8.78951	1.16895	0	7.58738	4.47828	21.1864	0	7.59232	6.74333	3.2235	2.42141	0.792424	0	1.03554	13.9063	11.5376	0	11.3384	11.5854	4.4723
W01G7.4	11.3118	15.8127	8.06136	15.1783	6.52712	15.5088	2.83138	18.7035	12.3507	0	5.72469	6.27058	30.1205	0	11.6866	10.5483	17.1974	3.66223	0.792424	2.93441	6.5116	46.1222	31.837	11.2762	27.7923	20.2913	5.16427
W02A2.5	0.124323	0	0	0	0	0.194853	0	0	0	0	0	0	0	27.6243	0	0	0	0	2.7629	0	0	0.487051	0	0	0	0	0
W02A2.8	0.35645	0	0	0	0	0.726922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.1712	0	0	0	0	4.18396
W02A11.1	14.0773	26.7983	13.9008	5.27369	48.907	25.4549	6.11359	0	0	0	0	12.3325	44.4523	0	0	87.0404	8.46984	2.4412	11.909	51.7357	23.2959	57.8216	28.9769	91.0274	41.0949	13.4601	22.0784
